Image_File_Path,Breed,Label,Split
data\dog images\Pug\image_118.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_177.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_357.jpg,Golden Retriever,1,test
data\dog images\Pug\image_101.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_277.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_459.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_90.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_367.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_189.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_397.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_440.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_88.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_141.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_316.jpg,Dalmatian,0,test
data\dog images\Pug\image_328.jpg,Pug,2,test
data\dog images\Pug\image_273.jpg,Pug,2,test
data\dog images\Dalmatian\image_49.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_294.jpg,Dalmatian,0,test
data\dog images\Pug\image_305.jpg,Pug,2,test
data\dog images\Rottweiler\image_429.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_417.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_285.jpg,Golden Retriever,1,test
data\dog images\Pug\image_407.jpg,Pug,2,test
data\dog images\Pug\image_13.jpg,Pug,2,test
data\dog images\Dalmatian\image_428.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_160.jpg,Golden Retriever,1,test
data\dog images\Pug\image_324.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_215.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_29.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_101.jpg,Golden Retriever,1,test
data\dog images\Pug\image_399.jpg,Pug,2,test
data\dog images\Dalmatian\image_373.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_344.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_420.jpg,Golden Retriever,1,test
data\dog images\Pug\image_139.jpg,Pug,2,test
data\dog images\Dalmatian\image_344.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_61.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_493.jpg,Rottweiler,3,test
data\dog images\Pug\image_386.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_242.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_493.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_349.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_391.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_21.jpg,Dalmatian,0,test
data\dog images\Pug\image_291.jpg,Pug,2,test
data\dog images\Rottweiler\image_382.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_474.jpg,Rottweiler,3,test
data\dog images\Pug\image_320.jpg,Pug,2,test
data\dog images\Dalmatian\image_320.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_244.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_35.jpg,Golden Retriever,1,test
data\dog images\Pug\image_286.jpg,Pug,2,test
data\dog images\Pug\image_408.jpg,Pug,2,test
data\dog images\Pug\image_356.jpg,Pug,2,test
data\dog images\Dalmatian\image_135.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_142.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_446.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_16.jpg,Golden Retriever,1,test
data\dog images\Pug\image_259.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_105.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_39.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_152.jpg,Golden Retriever,1,test
data\dog images\Pug\image_168.jpg,Pug,2,test
data\dog images\Rottweiler\image_239.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_245.jpg,Rottweiler,3,test
data\dog images\Pug\image_172.jpg,Pug,2,test
data\dog images\Dalmatian\image_264.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_427.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_227.jpg,Golden Retriever,1,test
data\dog images\Pug\image_130.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_418.jpg,Golden Retriever,1,test
data\dog images\Pug\image_349.jpg,Pug,2,test
data\dog images\Pug\image_267.jpg,Pug,2,test
data\dog images\Pug\image_319.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_396.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_100.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_161.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_266.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_103.jpg,Dalmatian,0,test
data\dog images\Pug\image_438.jpg,Pug,2,test
data\dog images\Dalmatian\image_414.jpg,Dalmatian,0,test
data\dog images\Pug\image_382.jpg,Pug,2,test
data\dog images\Pug\image_94.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_330.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_314.jpg,Dalmatian,0,test
data\dog images\Pug\image_84.jpg,Pug,2,test
data\dog images\Pug\image_333.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_445.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_399.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_476.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_150.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_190.jpg,Dalmatian,0,test
data\dog images\Pug\image_261.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_475.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_340.jpg,Golden Retriever,1,test
data\dog images\Pug\image_212.jpg,Pug,2,test
data\dog images\Rottweiler\image_274.jpg,Rottweiler,3,test
data\dog images\Pug\image_321.jpg,Pug,2,test
data\dog images\Pug\image_376.jpg,Pug,2,test
data\dog images\Pug\image_419.jpg,Pug,2,test
data\dog images\Dalmatian\image_55.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_376.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_114.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_337.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_409.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_446.jpg,Rottweiler,3,test
data\dog images\Pug\image_361.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_477.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_164.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_146.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_413.jpg,Golden Retriever,1,test
data\dog images\Pug\image_329.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_268.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_34.jpg,Rottweiler,3,test
data\dog images\Pug\image_373.jpg,Pug,2,test
data\dog images\Dalmatian\image_51.jpg,Dalmatian,0,test
data\dog images\Pug\image_20.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_43.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_324.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_265.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_388.jpg,Dalmatian,0,test
data\dog images\Pug\image_225.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_95.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_178.jpg,Golden Retriever,1,test
data\dog images\Pug\image_316.jpg,Pug,2,test
data\dog images\Pug\image_487.jpg,Pug,2,test
data\dog images\Rottweiler\image_495.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_280.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_293.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_408.jpg,Golden Retriever,1,test
data\dog images\Pug\image_90.jpg,Pug,2,test
data\dog images\Dalmatian\image_206.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_108.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_264.jpg,Golden Retriever,1,test
data\dog images\Pug\image_490.jpg,Pug,2,test
data\dog images\Rottweiler\image_73.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_277.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_436.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_187.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_444.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_460.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_258.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_476.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_158.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_168.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_386.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_152.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_479.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_416.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_161.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_170.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_236.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_467.jpg,Dalmatian,0,test
data\dog images\Pug\image_486.jpg,Pug,2,test
data\dog images\Dalmatian\image_309.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_305.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_389.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_442.jpg,Golden Retriever,1,test
data\dog images\Pug\image_334.jpg,Pug,2,test
data\dog images\Rottweiler\image_96.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_72.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_247.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_35.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_274.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_170.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_92.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_340.jpg,Dalmatian,0,test
data\dog images\Pug\image_47.jpg,Pug,2,test
data\dog images\Rottweiler\image_318.jpg,Rottweiler,3,test
data\dog images\Pug\image_406.jpg,Pug,2,test
data\dog images\Rottweiler\image_153.jpg,Rottweiler,3,test
data\dog images\Pug\image_434.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_386.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_302.jpg,Rottweiler,3,test
data\dog images\Pug\image_35.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_384.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_89.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_175.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_410.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_140.jpg,Rottweiler,3,test
data\dog images\Pug\image_293.jpg,Pug,2,test
data\dog images\Rottweiler\image_16.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_432.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_438.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_460.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_325.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_253.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_364.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_426.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_247.jpg,Golden Retriever,1,test
data\dog images\Pug\image_38.jpg,Pug,2,test
data\dog images\Dalmatian\image_493.jpg,Dalmatian,0,test
data\dog images\Pug\image_10.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_196.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_269.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_346.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_481.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_93.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_242.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_193.jpg,Rottweiler,3,test
data\dog images\Pug\image_142.jpg,Pug,2,test
data\dog images\Dalmatian\image_307.jpg,Dalmatian,0,test
data\dog images\Pug\image_444.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_65.jpg,Golden Retriever,1,test
data\dog images\Pug\image_140.jpg,Pug,2,test
data\dog images\Pug\image_113.jpg,Pug,2,test
data\dog images\Pug\image_265.jpg,Pug,2,test
data\dog images\Pug\image_95.jpg,Pug,2,test
data\dog images\Dalmatian\image_131.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_12.jpg,Golden Retriever,1,test
data\dog images\Pug\image_138.jpg,Pug,2,test
data\dog images\Pug\image_69.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_394.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_336.jpg,Golden Retriever,1,test
